id produit;nom;ean13;action;date;employé;
"995";"Endives (500g)";"";"Product status switched to enable";"2021-02-12 19:55:03";"E. Granier";
"721";"Betteraves crues France BIO (au 500g)";"";"Modification produit";"2021-02-12 19:49:02";"E. Granier";
"597";"Betteraves crues BIO GN (au 500g)";"";"Modification produit";"2021-02-12 19:43:54";"E. Granier";
"597";"Betteraves crues BIO GN (au 500g)";"";"Product status switched to disable";"2021-02-12 19:43:24";"E. Granier";
"941";"Oignons jaunes France BIO (au 500g)";"";"Modification produit";"2021-02-12 17:35:31";"E. Granier";
"1775";"oignons jaunes bio Italie (au 500g)";"";"Product status switched to disable";"2021-02-12 13:22:24";"M. Josse";
"941";"Oignons jaunes France BIO (au 500g)";"";"Product status switched to enable";"2021-02-12 13:22:20";"M. Josse";
"1775";"oignons jaunes bio Italie (au 500g)";"";"Modification produit";"2021-02-12 12:32:39";"E. Granier";
"1775";"oignons jaunes bio Italie (au 500g)";"";"Enabling";"2021-02-12 12:32:39";"E. Granier";
"1937";"Lait UHT écrémé  1L  Biogam";"";"Modification produit";"2021-02-12 12:25:45";"M. Duchassin";
"1558";"Lait UHT 1/2 écrémé  1L  Grandeur Nature";"3252920034192";"Modification produit";"2021-02-12 12:25:18";"M. Duchassin";
"238";"Pommes Chantecler BIO au Kg";"";"Modification produit";"2021-02-12 11:49:30";"J. Macron";
"1459";"Liquide Sol VRAC  1L";"";"Modification produit";"2021-02-12 11:28:39";"M. Duchassin";
"1458";"Olives de Nice aux herbes  AOP Domaine de Peyrebelle 200g";"";"Modification produit";"2021-02-12 11:28:21";"M. Duchassin";
"1457";"Tapenade  noires varieté caillete  Domaine de Peyrebelle 130g";"";"Modification produit";"2021-02-12 11:28:00";"M. Duchassin";
"1963";"Pina Colada - Ananas, Banane, Coco  75cl";"3289196100269";"Modification produit";"2021-02-12 11:08:38";"C. Nauts";
"1962";"Planteur - Orange Ananas Mangue  75cl";"3289196100627";"Modification produit";"2021-02-12 11:08:01";"C. Nauts";
"1961";"Mojito - Citron Citron Vert Menthe 75cl";"3289196100566";"Modification produit";"2021-02-12 11:07:34";"C. Nauts";
"1186";"Aubergines cuisinées 650gr";"3760020500955";"Modification produit";"2021-02-12 11:06:59";"C. Nauts";
"751";"Champignons de Paris émincés BIO 280g";"";"Modification produit";"2021-02-12 11:06:15";"C. Nauts";
"2012";"";"";"Suppression produit";"2021-02-12 11:04:08";"C. Nauts";
"366";"Riz basmati long grain bio  500G";"3478820704915";"Modification produit";"2021-02-12 11:02:37";"C. Nauts";
"1465";"Sauce tomate Duo d'olives vertes et noires 200g";"3456300009958";"Modification produit";"2021-02-12 11:02:05";"C. Nauts";
"401";"Cornichons au vinaigre de cidre 660g";"3760020507299";"Modification produit";"2021-02-12 10:59:14";"C. Nauts";
"371";"Huile bio de Colza Vital 75cl";"3478823002179";"Modification produit";"2021-02-12 10:57:11";"C. Nauts";
"914";"Chocolat Noir Dessert Intense 70% de cacao 200g";"3456300006667";"Modification produit";"2021-02-12 10:55:48";"C. Nauts";
"369";"Chocolat tablette noir aux éclats de fèves bio 100g";"3478820032513";"Modification produit";"2021-02-12 10:54:53";"C. Nauts";
"368";"Chocolat tablette noir amandes caramélisées 100g";"3760020500276";"Modification produit";"2021-02-12 10:54:14";"C. Nauts";
"429";"Goûters fourrés chocolat bio  300g";"3478820091145";"Modification produit";"2021-02-12 10:53:35";"C. Nauts";
"367";"Sirop d'agave bio 500ml";"3760020500665";"Modification produit";"2021-02-12 10:52:03";"C. Nauts";
"1782";"Pâte à tartiner chocolat noisette 350g";"3478820023184";"Modification produit";"2021-02-12 10:51:29";"C. Nauts";
"496";"Pâte à tartiner Noir forte en cacao  350g";"3478820005654";"Modification produit";"2021-02-12 10:50:58";"C. Nauts";
"350";"Muesli bio graines gourmandes sans sucre ajouté 375g";"3760020503802";"Modification produit";"2021-02-12 10:48:36";"C. Nauts";
"2011";"Huile démaquillante Anti-Âge, Précieux Argan 150ml";"3517360011029";"Enabling";"2021-02-12 10:42:15";"C. Nauts";
"2010";"Crème légère Anti-Âge jour, Précieux Argan 50ml";"3517360017830";"Enabling";"2021-02-12 10:37:25";"C. Nauts";
"2009";"Lait micellaire démaquillant 200ml La Source";"3517360019766";"Enabling";"2021-02-12 10:31:39";"C. Nauts";
"343";"Crème nourrissante universelle visage et corps, Précieux Argan 125ml";"3478820065863";"Modification produit";"2021-02-12 10:27:02";"C. Nauts";
"2008";"Désodorisant Air Pur 200ml";"";"Modification produit";"2021-02-12 10:21:27";"C. Nauts";
"2008";"Désodorisant Air Pur 200ml";"";"Enabling";"2021-02-12 10:20:08";"C. Nauts";
"2007";"Soupe de poisson épaisse à diluer - 380g";"3760164640418";"Enabling";"2021-02-11 19:25:14";"C. Nauts";
"1774";"Liquide Vaisselle VRAC vendu en  500ml";"";"Modification produit";"2021-02-11 19:22:06";"C. Nauts";
"1291";"Lessive Liquide VRAC  1L";"";"Modification produit";"2021-02-11 19:17:23";"C. Nauts";
"2005";"Route des Comptoir Rooïbos Agrumes – 100g";"3760011132721";"Enabling";"2021-02-11 19:01:36";"C. Nauts";
"2006";"Route des Comptoir  Rooïbos nature   - 100g";"3760011132714";"Modification produit";"2021-02-11 19:01:18";"C. Nauts";
"2006";"Route des Comptoir  Rooïbos nature   - 100g";"3760011132714";"Enabling";"2021-02-11 18:58:07";"C. Nauts";
"1779";"Gressins aux olives - 200g Malvi";"3770014430113";"Modification produit";"2021-02-11 18:49:01";"C. Nauts";
"1492";"Gressins à l'huile d'olive - 200g Malvi";"3770014430106";"Modification produit";"2021-02-11 18:48:33";"C. Nauts";
"1450";"Chips nature paille  Family chips - 125g";"3546581250177";"Modification produit";"2021-02-11 18:48:05";"C. Nauts";
"1088";"Cidre brut ferme des landes 75cl";"3760083930003";"Modification produit";"2021-02-11 18:44:31";"C. Nauts";
"1399";"Pruneaux d'Agen dénoyautés gros cal - 250g";"3328400862347";"Modification produit";"2021-02-11 18:43:08";"C. Nauts";
"1717";"Route des Comptoir  Thé noir Goût Russe 4 agrumes  - 100g";"3760011132271";"Modification produit";"2021-02-11 18:42:45";"C. Nauts";
"1678";"Café grain Ethiopie Sidamo   1kg";"3760258900220";"Modification produit";"2021-02-11 18:42:24";"C. Nauts";
"2004";"Vin rouge Cabanis Origine IGP Gard - bouteille 75 cl";"3760039080035";"Enabling";"2021-02-11 18:36:14";"C. Nauts";
"1401";"Vin blanc Origine IGP Gard - bouteille 75 cl";"3760039080028";"Modification produit";"2021-02-11 17:18:35";"M. Depeyre";
"1642";"";"";"Suppression produit";"2021-02-11 15:56:05";"M. Duchassin";
"1390";"Noix Grenoble Bio  (au Kg)";"";"Modification produit";"2021-02-11 15:50:53";"M. Duchassin";
"1559";"Amidon de Maïs (Maizena)  250 g - Joannusmolen";"8713445020282";"Modification produit";"2021-02-11 09:56:32";"C. Nauts";
"1560";"Extrait de fleur d'oranger BIO 500ml";"3187560002464";"Modification produit";"2021-02-11 09:55:35";"C. Nauts";
"1046";"Courge Butternut France BIO pièce au kg";"";"Product status switched to enable";"2021-02-10 23:26:56";"M. Duchassin";
"1046";"Courge Butternut France BIO pièce au kg";"";"Product status switched to disable";"2021-02-10 23:26:37";"M. Duchassin";
"2002";"Courge Butternut Italie BIO pièce au kg";"";"Modification produit";"2021-02-10 23:26:24";"M. Duchassin";
"2003";"Sirop d'érable 250 ml";"3874855001034";"Modification produit";"2021-02-10 23:25:38";"M. Duchassin";
"2003";"Sirop d'érable 250 ml";"3874855001034";"Modification produit";"2021-02-10 19:02:05";"F. Barbosa";
"2003";"Sirop d'érable 250 ml";"3874855001034";"Création produit";"2021-02-10 18:58:33";"F. Barbosa";
"987";"Purée de cacahuète  Bio 700G Jean Hervé";"3390390000160";"Modification produit";"2021-02-10 18:51:18";"F. Barbosa";
"905";"Purée d'amande complète Jean Hervé 350g";"3390390000115";"Modification produit";"2021-02-10 18:50:52";"F. Barbosa";
"1036";"Chocolat tablette  noir 95% 90gr- Dardenne";"3258590001373";"Modification produit";"2021-02-10 18:50:00";"F. Barbosa";
"1130";"Lait de coco bio 400 ml Racines Bio";"3700019517083";"Modification produit";"2021-02-10 18:49:11";"F. Barbosa";
"960";"Thon blanc germon entier huile olive 160gr MSC";"3263670041453";"Modification produit";"2021-02-10 18:48:46";"F. Barbosa";
"1232";"Thon albacore peche sans DCP 112g";"3263670033458";"Modification produit";"2021-02-10 18:48:27";"F. Barbosa";
"1340";"Filets de harengs fumés MSC";"3263670560114";"Modification produit";"2021-02-10 18:47:49";"F. Barbosa";
"1618";"Escalivade 200g";"3700625400885";"Modification produit";"2021-02-10 18:47:28";"F. Barbosa";
"1617";"Caviar d'aubergines 200g";"3700625400878";"Modification produit";"2021-02-10 18:47:03";"F. Barbosa";
"1125";"Amande Cuisine Bio La Mandorle 25 cl";"3760030726116";"Modification produit";"2021-02-10 18:45:05";"F. Barbosa";
"1571";"Vinaigre de cidre non pasteurisé  75cl";"3104181939757";"Modification produit";"2021-02-10 18:44:35";"F. Barbosa";
"1214";"Vinaigre Alcool blanc 8% Fuchs";"3104182840014";"Modification produit";"2021-02-10 18:44:19";"F. Barbosa";
"1213";"Huile de colza 1000ml Bio Crudolio";"8052440072101";"Modification produit";"2021-02-10 18:43:50";"F. Barbosa";
"1500";"Mélange salade 45g";"3417960023197";"Modification produit";"2021-02-10 18:43:25";"F. Barbosa";
"1212";"Passata (purée de tomate) 680gr Bionaturae";"8034063240617";"Modification produit";"2021-02-10 18:42:21";"F. Barbosa";
"1868";"Haricots coco blancs bte 400g";"8034063241485";"Modification produit";"2021-02-10 18:41:29";"F. Barbosa";
"1211";"Blanc de Meudon non bio 500G La Droguerie écologique";"3760138831309";"Modification produit";"2021-02-10 18:40:58";"F. Barbosa";
"882";"Bicarbonate de soude technique  1 kg - La droguerie écologique";"3760138830357";"Modification produit";"2021-02-10 18:40:29";"F. Barbosa";
"990";"Jus d'orange 1L Frugibio";"3760005727810";"Modification produit";"2021-02-10 18:38:19";"F. Barbosa";
"983";"Jus pomme framboise 75 cl Coteaux Nantais";"3301591000859";"Modification produit";"2021-02-10 18:37:59";"F. Barbosa";
"1889";"Fromage Raclette désactivé Echange Paysans";"";"Modification produit";"2021-02-10 18:29:15";"J. Lombarteix";
"1973";"Fromage Raclette  Lou Pastre  500g Echange Paysans";"";"Modification produit";"2021-02-10 18:27:14";"J. Lombarteix";
"1031";"Blettes BIO multicolore de Grasse à la botte";"";"Enabling";"2021-02-09 20:43:38";"E. Granier";
"2002";"Courge Butternut Italie BIO pièce au kg";"";"Enabling";"2021-02-09 20:29:45";"E. Granier";
"1189";"Galettes de Maïs Sans Gluten 130gr";"3760020509217";"Product status switched to disable";"2021-02-09 16:56:18";"C. Nauts";
"1937";"Lait UHT écrémé  1L  Biogam";"";"Product status switched to disable";"2021-02-09 12:14:02";"C. Nauts";
"1959";"Cassoulet Landais au confit   bocal 750 g Maison Besse";"";"Product status switched to disable";"2021-02-08 10:00:37";"N. Dupont-Lasserre";
"1353";"Radis Roses La Roquette AR (à la botte)";"";"Modification produit";"2021-02-07 09:58:09";"N. Dupont-Lasserre";
"1425";"Citrons BIO (au 500g)";"";"Modification produit";"2021-02-07 09:43:30";"N. Dupont-Lasserre";
"100";"Endives (500g)";"";"Product status switched to enable";"2021-02-07 09:26:40";"N. Dupont-Lasserre";
"2001";"Pommes Crimson  légèrement grelées bio du Piemont";"";"Modification produit";"2021-02-07 09:25:56";"N. Dupont-Lasserre";
"1805";"Saucisson aux Noix  Le gourmand 250 g environ. A la pièce payé au kg.";"2449852000000";"Enabling";"2021-02-07 09:10:12";"N. Dupont-Lasserre";
"1572";"Tomme de la blanche affinée au lait cru 130G pré emballé Echanges Paysans";"3456570000082";"Enabling";"2021-02-07 09:08:01";"N. Dupont-Lasserre";
"1531";"Pommes Idared  calibre (75 80) au kg) Échange paysans";"";"Enabling";"2021-02-07 09:07:09";"N. Dupont-Lasserre";
"1344";"Fromage frais en faisselle 100 g Echanges Paysans";"3456570000044";"Enabling";"2021-02-07 09:01:14";"N. Dupont-Lasserre";
"1975";"Tourte aux blettes sucrée en part";"";"Product status switched to disable";"2021-02-07 08:50:43";"N. Dupont-Lasserre";
"1975";"Tourte aux blettes sucrée en part";"";"Product status switched to enable";"2021-02-07 08:48:54";"N. Dupont-Lasserre";
"555";"Potimarron BIO (à la pièce payé au Kg)";"";"Modification produit";"2021-02-06 17:46:16";"E. Granier";
"261";"Potimarron BIO (au kg)";"";"Modification produit";"2021-02-06 17:46:05";"E. Granier";
"612";"Potimarron BIO Naturdis (au kg) à la pièce, vendu au kg";"";"Modification produit";"2021-02-06 17:45:48";"E. Granier";
"612";"Potimarron BIO Naturdis (au kg) à la pièce, vendu au kg";"";"Product status switched to disable";"2021-02-06 17:45:38";"E. Granier";
"1997";"Pommes de terre Valery Naturdis(au kg)";"";"Modification produit";"2021-02-06 17:44:04";"E. Granier";
"1997";"Pommes de terre Valery Naturdis(au kg)";"";"Product status switched to disable";"2021-02-06 17:43:48";"E. Granier";
"2001";"Pommes Crimson  légèrement grelées bio du Piemont";"";"Création produit";"2021-02-06 17:37:53";"E. Granier";
"826";"Pommes golden Bio (Kg)";"";"Product status switched to disable";"2021-02-06 17:29:13";"E. Granier";
"270";"Pommes ruby BIO au Kg";"";"Product status switched to disable";"2021-02-06 17:28:47";"E. Granier";
"1991";"chou kale rouge";"";"Modification produit";"2021-02-06 17:19:47";"E. Granier";
"1991";"chou kale rouge";"";"Disabling";"2021-02-06 17:19:47";"E. Granier";
"1046";"Courge Butternut France BIO pièce au kg";"";"Modification produit";"2021-02-06 17:11:52";"E. Granier";
"289";"Farine de blé Type T.80 Moulin Pichard 1 kg";"3572520000039";"Modification produit";"2021-02-06 15:39:24";"L. Gervasoni";
"1488";"Figues séchées variété Smyrna - 250g";"3760258900275";"Modification produit";"2021-02-06 13:39:50";"L. Gervasoni";
"1353";"Radis Roses La Roquette AR (à la botte)";"";"Modification produit";"2021-02-06 12:43:54";"D. Dursent";
"225";"Courge Butternut BIO entière (prix au kg)";"";"Modification produit";"2021-02-06 10:46:09";"D. Dursent";
"559";"Courge Butternut BIO pièce au kg";"";"Modification produit";"2021-02-06 10:43:45";"D. Dursent";
"2000";"Fromage Fontu d'hiver. Portion de 200 G environ  Echange Paysan";"";"Enabling";"2021-02-05 18:14:41";"N. Dupont-Lasserre";
"1524";"Canistrelli Corses noisettes 200 g";"3770014795151";"Modification produit";"2021-02-05 15:01:50";"J. Lombarteix";
"1444";"Canistrelli Corses CITRON/AMANDES 200 g";"3770014795168";"Modification produit";"2021-02-05 15:01:41";"J. Lombarteix";
"1443";"Canistrelli Corses Figues Noix 200 g";"3770014795113";"Modification produit";"2021-02-05 15:01:18";"J. Lombarteix";
"1442";"Canistrelli Corses ANIS 200 g";"3770014795083";"Modification produit";"2021-02-05 15:00:56";"J. Lombarteix";
"1439";"Canistrelli Corses VIN BLANC 200 g";"3770014795175";"Modification produit";"2021-02-05 15:00:22";"J. Lombarteix";
"1438";"Canistrelli Corses chouchou 200 g";"3770014795120";"Modification produit";"2021-02-05 15:00:12";"J. Lombarteix";
"1580";"Pain d'épices artisanal 300 g";"";"Product status switched to disable";"2021-02-04 17:45:45";"M. Depeyre";
"1956";"Brebis Perail 150g";"3760013200077";"Modification produit";"2021-02-04 17:27:00";"M. Depeyre";
"1313";"Fromage Blanc  fermier 40%  Pot 1 Kg. Echange Paysans";"3456570000020";"Modification produit";"2021-02-04 14:23:40";"M. Depeyre";
"1437";"Fromage MONT d OR 400g Monnin";"3528080000057";"Modification produit";"2021-02-04 12:12:36";"M. Depeyre";
"1740";"Amande poudre VIJAYA 125 G";"3378730203068";"Modification produit";"2021-02-04 11:37:47";"C. Nauts";
"339";"Truites arc en ciel BIO vidée(300g) (achat à la pièce  -prix moyen";"";"Modification produit";"2021-02-04 10:42:42";"M. Monpoix";
"1759";"CONFITURE POIRE ET ORANGE";"";"Modification produit";"2021-02-04 10:39:49";"M. Monpoix";
"1998";"Confiture kiwis, oranges douces , 250 g";"";"Modification produit";"2021-02-04 10:37:24";"M. Monpoix";
"1998";"Confiture kiwis, oranges douces , 250 g";"";"Enabling";"2021-02-04 10:35:42";"M. Monpoix";
"1607";"Confiture kiwis, oranges sanguines , 250 g";"";"Modification produit";"2021-02-04 10:33:18";"M. Monpoix";
"1520";"Confiture marmelade d’orange amère 250G";"";"Modification produit";"2021-02-04 10:32:52";"M. Monpoix";
"1520";"Confiture marmelade d’orange amère 250G";"";"Enabling";"2021-02-04 10:32:30";"M. Monpoix";
"1607";"Confiture kiwis, oranges sanguines , 250 g";"";"Enabling";"2021-02-04 10:29:06";"M. Monpoix";
"1713";"Confiture marmelade de pamplemousse250G";"";"Modification produit";"2021-02-04 10:27:57";"M. Monpoix";
"1713";"Confiture marmelade de pamplemousse250G";"";"Enabling";"2021-02-04 10:27:57";"M. Monpoix";
"1604";"Confiture citron bio , 250 g";"";"Modification produit";"2021-02-04 10:26:12";"M. Monpoix";
"1521";"Confiture ananas rhum  250G";"";"Product status switched to disable";"2021-02-04 10:25:20";"M. Monpoix";
"1130";"Lait de coco bio 400 ml Racines Bio";"3700019517083";"Modification produit";"2021-02-04 08:14:27";"N. Dupont-Lasserre";
"1437";"Fromage MONT d OR 400g Monnin";"3528080000057";"Product status switched to enable";"2021-02-03 18:25:19";"J. Lombarteix";
"1528";"Yaourt Bi-couche Crème de Châtaignes 125G  à l'unité. Nouveau Echange Paysans";"";"Product status switched to enable";"2021-02-03 09:23:24";"N. Dupont-Lasserre";
"1390";"Noix Grenoble Bio  (au Kg)";"";"Modification produit";"2021-02-03 07:28:46";"J. Lombarteix";
"1391";"Noix Grenoble Bio  par 5Kg";"";"Modification produit";"2021-02-03 07:28:27";"J. Lombarteix";
"1580";"Pain d'épices artisanal 300 g";"";"Modification produit";"2021-02-03 07:24:56";"J. Lombarteix";
"888";"café Pérou moulu 250g café Michel MH";"3483981001292";"Product status switched to disable";"2021-02-03 07:22:57";"J. Lombarteix";
"528";"Miel pin de montagne 500 g";"3770000522402";"Product status switched to disable";"2021-02-03 07:22:43";"J. Lombarteix";
"1057";"Vin Rosé Printemps d'Eulalie AOC Minervois 2019";"3000001235033";"Product status switched to disable";"2021-02-03 07:22:02";"J. Lombarteix";
"289";"Farine de blé Type T.80 Moulin Pichard 1 kg";"3572520000039";"Product status switched to disable";"2021-02-03 07:21:05";"J. Lombarteix";
"1607";"Confiture kiwis, oranges sanguines , 250 g";"";"Product status switched to disable";"2021-02-02 07:07:27";"N. Dupont-Lasserre";
"1425";"Citrons BIO (au 500g)";"";"Modification produit";"2021-02-01 21:21:32";"M. Duchassin";
"852";"Pamplemousses Roses BIO (au kg)";"";"Disabling";"2021-02-01 13:17:58";"N. Maurent";
"1997";"Pommes de terre Valery Naturdis(au kg)";"";"Enabling";"2021-01-31 13:22:53";"E. Granier";
"819";"Pommes de terre Désiré Rouge (au kg)";"";"Modification produit";"2021-01-31 13:16:21";"E. Granier";
"819";"Pommes de terre Désiré Rouge (au kg)";"";"Enabling";"2021-01-31 13:16:21";"E. Granier";
"997";"Champignons de Paris à l'hectogramme (100g)";"";"Modification produit";"2021-01-31 10:07:07";"M. Josse";
"834";"Oranges Blondes navel BIO (au kg)";"";"Product status switched to disable";"2021-01-31 09:55:03";"N. Dupont-Lasserre";
"997";"Champignons de Paris à l'hectogramme (100g)";"";"Product status switched to enable";"2021-01-31 09:28:41";"M. Josse";
"22";"Champignons de Paris à l'hectogramme (100g)";"";"Product status switched to disable";"2021-01-31 09:25:17";"M. Josse";
"938";"Oranges Rouges Moro BIO (au kg)";"";"Product status switched to disable";"2021-01-31 09:21:39";"E. Granier";
"1955";"Chevre coeur gourmand figue  80g";"";"Product status switched to enable";"2021-01-30 18:55:18";"N. Dupont-Lasserre";
"1956";"Brebis Perail 150g";"3760013200077";"Modification produit";"2021-01-30 18:55:06";"N. Dupont-Lasserre";
"1747";"Burrata des Pouilles 125g miaterra";"3570513268527";"Modification produit";"2021-01-30 18:54:39";"N. Dupont-Lasserre";
"1587";"Beurre doux Biogam 250g";"3382323511003";"Modification produit";"2021-01-30 18:53:41";"N. Dupont-Lasserre";
"1573";"Beurre de baratte  demi sel  250g tante helene";"3273220142219";"Modification produit";"2021-01-30 18:52:45";"N. Dupont-Lasserre";
"1184";"Banane Rep Dom ou Colombie Bio CE (au 500g)";"";"Modification produit";"2021-01-30 17:57:54";"E. Granier";
"1935";"Yaourt Bi-couche fruits des bois 125G  à l'unité. Nouveau Echange Paysans";"";"Product status switched to enable";"2021-01-30 17:10:49";"N. Dupont-Lasserre";
"1805";"Saucisson aux Noix  Le gourmand 250 g environ. A la pièce payé au kg.";"2449852000000";"Product status switched to disable";"2021-01-30 17:02:37";"N. Dupont-Lasserre";
"1762";"Oignons rouges  (au 500G)   Echange Paysans- Gilbert Estachy";"";"Product status switched to disable";"2021-01-30 16:31:06";"N. Dupont-Lasserre";
"1344";"Fromage frais en faisselle 100 g Echanges Paysans";"3456570000044";"Product status switched to disable";"2021-01-30 16:29:02";"N. Dupont-Lasserre";
"1936";"Yaourt Bi-couche Abricot 125G  à l'unité. Nouveau Echange Paysans";"";"Modification produit";"2021-01-30 14:20:32";"D. Dursent";
"834";"Oranges Blondes navel BIO (au kg)";"";"Modification produit";"2021-01-30 13:03:14";"C. Saint-Amans";
"81";"Poires Louise bonne au Kg";"";"Modification produit";"2021-01-30 12:44:29";"C. Saint-Amans";
"1606";"Confiture Oranges sanguines bio , 250 g";"";"Product status switched to disable";"2021-01-30 10:16:35";"N. Dupont-Lasserre";
"1996";"Pizza scarole en part";"";"Enabling";"2021-01-30 10:05:44";"N. Dupont-Lasserre";
"997";"Champignons de Paris à l'hectogramme (100g)";"";"Product status switched to enable";"2021-01-29 07:45:22";"E. Granier";
"997";"Champignons de Paris à l'hectogramme (100g)";"";"Modification produit";"2021-01-29 07:43:52";"E. Granier";
"1592";"Graines de tournesol Markal 250g";"3329488411250";"Modification produit";"2021-01-28 14:22:59";"M. Depeyre";
"100";"Endives (500g)";"";"Product status switched to enable";"2021-01-28 13:10:32";"M. Duchassin";
"22";"Champignons de Paris à l'hectogramme (100g)";"";"Product status switched to enable";"2021-01-28 13:10:29";"M. Duchassin";
"1593";"Kasha sarrasin grillé 500GR Markal";"3329482541205";"Modification produit";"2021-01-27 19:02:10";"N. Dupont-Lasserre";
"1563";"Fromage Parmesan  Reggiano 150g";"4026913180086";"Modification produit";"2021-01-27 18:51:55";"N. Dupont-Lasserre";
"1841";"Tablette chocolat noir à patisser 71% Dardenne 200g";"3258590000994";"Modification produit";"2021-01-26 18:11:26";"F. Barbosa";
"998";"Oranges Rouges Moro BIO (au kg)";"";"Product status switched to enable";"2021-01-26 15:51:13";"E. Granier";
"1590";"Patate douce BIO France (au kg)";"";"Product status switched to disable";"2021-01-26 15:46:52";"E. Granier";
"1590";"Patate douce BIO France (au kg)";"";"Modification produit";"2021-01-26 15:41:30";"E. Granier";
"1430";"Rooïbos relax gourmand pq 100 g";"";"Modification produit";"2021-01-25 18:05:07";"J. Lombarteix";
"930";"Thé noir Earl Grey Fleurs pq de 100 g";"3000001234845";"Modification produit";"2021-01-25 18:04:50";"J. Lombarteix";
"928";"Thé des sirènes pq de 100 g";"3000001234821";"Enabling";"2021-01-25 18:04:25";"J. Lombarteix";
"927";"Thé vert Earl Grey pq de 100 g";"3000001234814";"Modification produit";"2021-01-25 18:03:59";"J. Lombarteix";
"1430";"Rooïbos relax gourmand pq 100 g";"";"Product status switched to enable";"2021-01-25 15:03:52";"J. Lombarteix";
"1430";"Rooïbos relax gourmand pq 100 g";"";"Product status switched to disable";"2021-01-24 11:28:12";"J. Lombarteix";
"928";"Thé des sirènes pq de 100 g";"3000001234821";"Product status switched to disable";"2021-01-24 11:28:01";"J. Lombarteix";
"1435";"Beurre de baratte Monnin 250g";"3428450000178";"Product status switched to disable";"2021-01-24 11:26:55";"J. Lombarteix";
"1567";"Huile Essentielle Eucalyptus Radiata Biologique Florame 10ml";"";"Modification produit";"2021-01-24 09:32:05";"N. Dupont-Lasserre";
"1955";"Chevre coeur gourmand figue  80g";"";"Modification produit";"2021-01-24 09:30:33";"N. Dupont-Lasserre";
"1361";"Panettone Traditionnel bio";"3570514585401";"Product status switched to disable";"2021-01-24 09:28:18";"N. Dupont-Lasserre";
"1995";"Vin rouge Cabernet Domaine Saint André 75cl Bio";"9511170012041";"Enabling";"2021-01-24 09:08:21";"N. Dupont-Lasserre";
"1994";"Compote purée pomme Myrtille Bio en pot de 630g";"3557570010276";"Enabling";"2021-01-24 09:04:54";"N. Dupont-Lasserre";
"1978";"Navets boule d'or Bio par 500G   Echange Paysans";"";"Product status switched to disable";"2021-01-24 09:02:26";"N. Dupont-Lasserre";
"1978";"Navets boule d'or Bio par 500G   Echange Paysans";"";"Product status switched to enable";"2021-01-24 09:02:05";"N. Dupont-Lasserre";
"1972";"Vin blanc Chardonnay Domaine Saint André 75cl Bio";"";"Modification produit";"2021-01-24 08:59:06";"N. Dupont-Lasserre";
"1746";"Yaourt nature bio 500g pot en verre. Echange Paysans";"3760094450095";"Product status switched to enable";"2021-01-24 08:56:55";"N. Dupont-Lasserre";
"1690";"Taillon  250 g environ au lait cru  Echanges Paysans payé au poids";"";"Product status switched to disable";"2021-01-24 08:56:24";"N. Dupont-Lasserre";
"968";"Pommes de terre CHARLOTTE BIO Naturdis(au kg)";"";"Product status switched to disable";"2021-01-24 08:08:32";"E. Granier";
"1425";"Citrons BIO (au 500g)";"";"Product status switched to enable";"2021-01-24 08:00:59";"E. Granier";
"1425";"Citrons BIO (au 500g)";"";"Product status switched to disable";"2021-01-24 08:00:07";"E. Granier";
"941";"Oignons jaunes France BIO (au 500g)";"";"Product status switched to disable";"2021-01-24 07:56:35";"E. Granier";
"1950";"Navet violets BIO de France (au 500g)";"";"Product status switched to disable";"2021-01-24 07:55:53";"E. Granier";
"1981";"Carottes lavées Bio de France";"";"Product status switched to disable";"2021-01-24 07:53:49";"E. Granier";
"1587";"Beurre doux Biogam 250g";"3382323511003";"Modification produit";"2021-01-23 21:33:33";"J. Lombarteix";
"1587";"Beurre doux Biogam 250g";"3382323511003";"Enabling";"2021-01-23 21:33:33";"J. Lombarteix";
"597";"Betteraves crues BIO GN (au 500g)";"";"Modification produit";"2021-01-23 17:05:21";"C. Perez";
"1979";"Crème fraîche 40% Pot 200 g. Echange Paysans";"";"Modification produit";"2021-01-23 16:35:25";"C. Swirsky";
"1817";"Boisson soja calcium 1L";"3259010500049";"Modification produit";"2021-01-23 15:56:48";"N. Dupont-Lasserre";
"1108";"Morbier BIO 200g de fromage";"";"Modification produit";"2021-01-23 14:55:32";"C. Perez";
"149";"Bière La Clarinette (75 cl)";"3000001234579";"Modification produit";"2021-01-23 14:47:18";"C. Perez";
"969";"Pommes de terre Rouge Désiré Naturdis(au kg)";"";"Modification produit";"2021-01-23 11:19:51";"C. Perez";
"1830";"Pommes de terre Mona Lisa";"";"Modification produit";"2021-01-23 11:19:28";"C. Perez";
"22";"Champignons de Paris à l'hectogramme (100g)";"";"Modification produit";"2021-01-23 11:04:18";"C. Perez";
"9";"Pommes de terre MONALISA (au kg) Saluzzo";"";"Modification produit";"2021-01-23 11:02:04";"C. Perez";
"1992";"Cidre demi sec ferme des landes 75cl";"3760083930027";"Modification produit";"2021-01-23 04:10:34";"M. Duchassin";
"1088";"Cidre brut ferme des landes 75cl";"3760083930003";"Modification produit";"2021-01-23 04:10:18";"M. Duchassin";
"938";"Oranges Rouges Moro BIO (au kg)";"";"Modification produit";"2021-01-21 22:10:33";"N. Maurent";
"852";"Pamplemousses Roses BIO (au kg)";"";"Modification produit";"2021-01-21 22:03:52";"N. Maurent";
